movieId,title,bagofwords
5899,Zulu (1964), stanleybaker jackhawkins ullajacobsson jamesbooth michaelcaine nigelgreen ivoremmanuel pauldaneman glynnedwards neilmccarthy davidkernan garybond petergill tomgerrard patrickmagee richarddavies denysgraham dafyddhavard dickieowen larrytaylor joepowell johnsullivan harveyhall gertvandenbergh dennisfolbigge kerryjordan ronaldhill chiefmangosuthubuthelezi danieltshabalala ephraimmbhele simonsabela richardburton michaelbishop tonysnell cyendfield action drama war
8136,Indestructible Man (1956), lonchaneyjr. maxshowalter mariancarr rosselliott stuartrandall kenterrell marjoriestapp robertshayne peggymaley robertfoulk reitagreen royengel madgecleveland chetbrandenburg russellcuster joeflynn dorothyford lylelatell eddiemarr marvinpress fredrapport jackpollexfen crime horror sci-fi
4228,Heartbreakers (2001), sigourneyweaver jenniferlovehewitt rayliotta jasonlee annebancroft jeffreyjones genehackman noradunn juliooscarmechoso rickyjay sarahsilverman zachgalifianakis michaelhitchcock pierregonneau shawncolvin michaelandrew andybrewster gonzoraymond carriefisher jackshearer alanblumenfeld adamnovicki robertalanbeuth stevemellor jannibrenn kevinnealon scottwordham jackieo'brien denaldawilliams hareshraval jackdouglascooper peterspellos elyabaskin olegstefan kenmagee geremydingle patriciabelcher monnaemichaell bernadettebirkett davidmirkin catherinebutterfield lawrencesacco jennifergenco kennylevine zanemusa andrewschnurr marktortorici larrywilliams toddwolfe richardbernard arshagchookoorian leonidgalperin miamonmiller igorserykh stuartsilverstein terryaustin gerrylock paulaldanée johnnybolton chrisdesocio tracygossett philhawn russellhess arianevonkamp robertmalone triciamanzardo irvingong brianpatterson jasonpattillo gibranperrone davidsirois katslatery t.j.thyne staceytravis toddvittum davidmirkin comedy crime romance
85736,BURN-E (2008), angusmaclane tessaswigart benburtt jeffgarlin elissaknight macintalk angusmaclane adventure animation children sci-fi
133780,Güeros (2014), tenochhuerta sebastiánaguirre ilsesalas leonardoortizgris raúlbriones lauraalmela adrianladron alicialaguna camilalora sophiealexander-katz alfonsocharpener alonsoruizpalacios bernardovelasco yojathokamoto adolfolópezcruz katyaflores josémaríaseoane carmenramos paulawatson alfonsobravo maitesuarezdiez rosamaríadelafuente tahnessmariamckelligan bestabéhernández pablonieto emilianobecerril leyteleonorestrada emilianogonzálezdeleón juandiáz mero anuarprieto davidhernándezvaldés emmanuelpichardo jacquelinemarquez hugorochaconde juancarlosbarrio liquits ro teo eddie gerardoventuradelafuente davidalexis jorgeescalona donfrancisco marcelotobardealbornoz alonsoruizpalacios comedy drama
4800,King Solomon's Mines (1937), paulrobeson cedrichardwicke rolandyoung johnloder annalee arthursinclair robertadams arthurgoullet tonywane makubalohlubi mjujwa sydneyfairbrother alfgoddard benkubela frederickleister robertstevenson geoffreybarkas action adventure drama romance thriller
4149,Saving Silverman (Evil Woman) (2001), stevezahn jackblack jasonbiggs amandapeet amandadetmer r.leeermey neildiamond kylegass normanarmour colinfoo christopherlogan esmelambert maxfomitchev tonyparsons brettarmstrong patrickpfrimmer frankl.frazier andrewmcilroy oscargoncalves lilliancarlson eliranger ivanjurcev devindouglasdrewitz carlymckillip carlaboudreau philtrasolini davidneale maryannskoll biskigugushe guslynch markaaronwagner stevenmcmichael larrylam stephenchang elizanorbury blakestovin brittanymoldowan katlynducharme michaelroberds jaredvansnellenberg seanowenroberts davidb.levinson kencamroux-taylor frankhache odessamunroe tracytrueman nicolerobert nancyj.lilley davidmylrea dariodelacio eleanajohnson margaretryan lowelajotie shazbennett theresacoombe leighhilary jenniferarmstrong lindabernath jacksondavies dennisdugan lisagagno kareygreen richardkline richardstewartrigby suzistingl linleysubryan morgantanner dennisdugan comedy romance
3024,Piranha (1978), bradforddillman heathermenzies-urich kevinmccarthy keenanwynn dickmiller barbarasteele belindabalaski melodythomasscott brucegordon barrybrown paulbartel shannoncollins shawnnelson richarddeacon janiesquire rogerrichman billsmillie guichkoock jackpauleson erichenshaw robertvinson virginiadunnam diamondfarnsworth brucepaulbarbour robynray mikesullivan jackcardwell sallybondi ericbraeden joedante amyholdenjones r.c.keene andrewg.lamarca johnsayles philtippett joedante horror sci-fi
391,Jason's Lyric (1994), allenpayne jadapinkettsmith bokeemwoodbine anthony'treach'criss eddiegriffin suzzannedouglas lisanicolecarson lahmardj.tate forestwhitaker asheamuearlrandle clarencewhitmore rushionmcdonald curtisvonburrell bebedrake kennethrandle waynedehart seanhutchinson burleighmoore oliviagatewood ronaldlee ambrosioguerra michonbenson ermademart jayedelairobinson suzannemari dwainwoodfork averydalegoodman pepa billtravis bigblack lewtemple dougmchenry crime drama
9018,Control Room (2004), samirkhader joshrushing georgew.bush hassanibrahim deemakhatib tommintier donaldrumsfeld davidshuster jehanenoujaim documentary war
127390,Family Guy Presents: Blue Harvest (2007), sethmacfarlane alexborstein sethgreen milakunis mikehenry lorialan tombaker johng.brennan stevecallaghan chevychase beverlyd'angelo markhentemann mickhucknall phillamarr rushlimbaugh leslienielsen helenreddy dannysmith alecsulkin donthaitheerathada johnviener patrickwarburton adamwest juddnelson dominicpolcino jamespurdum petershin animation comedy
104644,Maria Bamford: The Special Special Special! (2012), mariabamford joelbamford marilynbamford waynefederman jackiekashian jordanbrady comedy
3030,Yojimbo (1961), toshirômifune tatsuyanakadai yôkotsukasa isuzuyamada daisukekatô seizaburôkawazu takashishimura hiroshitachikawa yôsukenatsuki eijirôtôno kamatarifujiwara ikiosawamura atsushiwatanabe susumufujita kyûsazanka kônishimura takeshikatô ichirônakatani sachiosakai akiratani tsunagorôrashômon yoshiotsuchiya genshimizu yutakasada shinôtomo shôichihirose hideyoamamoto shôjiôki fuminoriôhashi hiroshiyoseyama senkichiômura norikohonma ryusukenishio naoyakusakawa nadaokirino junôtomo shinpeitakagi akiokusama yasuzôogawa hiroshitakagi jun'ichirômukai fumiyoshikamagaya ichirôchiba haruyasakamoto rinsakuogata fumiokogushi yokoterui hiromimineoka michikokawa jerryfujio haruonakajima akirakurosawa action adventure
2973,Crimes and Misdemeanors (1989), billbernstein martinlandau clairebloom stephanierothhaberle greggedelman georgej.manos anjelicahuston woodyallen jennynichols joannagleason alanalda samwaterston zinajasper doloressutton joelfogel donnacastellano thomascrowe miafarrow martinbergmann carolineaaron kennyvance jerryorbach jerryzaks barryfinkel stevemaidment naydiasanford chestermalinowski stanleyreichman rebeccaschull davids.howard garrettsimowitz francesconroy annaberger solfrieder justinzaremby marvinterban hyanzell sylviakauders victorargo lenoreloveman noraephron sunnykeyser mervbloch nancyarden thomasl.bolster mylapitt robinbartlett gracephillips randyaaronfink joely.zion majorholley waltlevinsky georgemasso charlesmiles dereksmith warrenvaché peteantell anthonygorruso garyallenmeyers leemusiker tonysotos tonytedesco nancycohen karenconstantine marilyndobrin avnereisenberg matthewt.gitkin darylhannah peterkalin fredmelamed benitomussolini dylano'sullivanfarrow stevenprince mercedesruehl wandatoscanini-horowitz maggiewagner terrywalters williamwedell woodyallen comedy crime drama
3466,Heart and Souls (1993), robertdowneyjr. charlesgrodin alfrewoodard kyrasedgwick tomsizemore davidpaymer elisabethshue billcalvert lisalucas shannonorrock michaelzebulon chasitihampton wanyagreen janetmaclachlan javardavidlevingston robertwilliamnewhart seano'bryan stevenclawson johnstuartmorris georgemaguire marcshaiman richardportnow jacobkenner janettecaldwell ericlloyd janetrotblatt billcapizzi willnye ericpoppick susankellermann robertparnell edhooks michaelhalton wrent.brown richardroat lorinnevozoff bobamaral luanaanders johngoodwin johndurbin b.b.king walterking melvinjackson leonwarren jamestoney michaeldoster calepemphreyjr. tonycoleman kymberlynewberry jamilahadamsmapp tonygenaro melissabiggs annettegoodman paulmoncrief kurtwoodsmith keatontyndall kylietyndall chloewebb ronunderwood comedy fantasy
59037,Speed Racer (2008), emilehirsch nicholaselia susansarandon melissaholroyd arielwinter scottporter giancarloganziano peterfernandez harveyfriedman sadaoueda valerytscheplanowa samiloris oliviermarlo seanmcdonagh kickgurry christianoliver johngoodman vinzenzkiefer markzak paulielitt willy kenzie christinaricci juliajoyce claytonnemrow rickywatson brandonrobinson l.treywilson matthewfox nayowallace rogerallam laurenblake cosmashivahagen ralphherforth rain waldemarkobus johnbenfield maxhopp juliet.wallace hiroyukisanada matthiasredlhammer eckehardhoffmann stephenmarcus artlafleur peternavytuiasosopo nanyu moritzbleibtreu paulsirr richardroundtree bennofürmann ramontikaram melvilpoupaud kadytaylor juniorsoneenang janapallaske bojidaramaximova wernerdaehn komitogbonou leilarozario stevenwilson karlyune togoigawa jonathankinsler anatoletaubman benmiles frankwitter megangay corinneorr joemazza joonpark ludmillaismailow milkaduno amiraosman ashleywalters jensneuhaus sesedeterziyan ill-youngkim yuririnaka oscarortegasánchez fangyu nargesrashidi andréscantor billr.dean jinakanishi lukaandres joelcross alistermazzotti johnvaughan nicolaswalier yusukeyamasaki alexanderyassin lanawachowski lillywachowski action children sci-fi imax
3511,Ready to Rumble (2000), davidarquette oliverplatt scottcaan billgoldberg rosemcgowan dallaspage richardlineback chrisowen steveborden joepantoliano martinlandau carolinerhea taitsmith ellenalbertinidow kathleenfreeman lewisarquette ahmetzappa chadcarr darbyc.wilson joeydeters maxdaniels johnennis jillritchie melaniepaxson catherinepaolone wendyjeanwilkins ricmancini bruce-robertserafin gregcollins davidursin earlhoustonbullock maryedithburrell annechristianson jodyhahn marnedupere floydlevine peteblincoe richardkarron alexskuby timsitarz anthonyt.pennello jeffpodgurski adamtomei jasons.kassin philippavel juliaschultz rosalievega taylorbernard bambambigelow stephaniebellars eduardohernández markhildreth curthennig mikehayner glenngilbertti petergruner charlesashenoff reymysterio perrysaturn randysavage bookerhuffman sideudy chaean teribyrne melissabellin sharmellsullivan-huffman vanessasanchez geneokerlund tonyschiavone miketenay michaelbuffer charlesrobinson billysilverman jamesartaius a.davidburleigh johncena christopherlloyddennis philhawn chriskanyon paulmcmichael orleansmiranda michaelmodest chrisrydo m.t.smith tristanthomas christiwolf brianrobbins comedy
8167,Captain Blood (1935), errolflynn oliviadehavilland lionelatwill basilrathbone rossalexander guykibbee henrystephenson robertbarrat hobartcavanaugh donaldmeek jessieralph forresterharvey frankmcglynnsr. holmesherbert davidtorrence j.carrolnaish pedrodecordoba georgehassell harrycording leonardmudie ivanf.simpson stuartcasey davidcavendish maryforbes e.e.clive colinkenny maudeleslie gardnerjames vernonsteele genealsace samappel reginaldbarlow matthew'stymie'beard tedbillings waynecastle yolad'avril florencefair bobbiehale halliwellhobbes murraykinnell alphonsemartell chris-pinmartin jimmason tinamenard louismercier kansasmoehring johnnorthpole artieortego henryotho paulpanzer frankpuglia georgesrenavent buddyroosevelt cliffsaum tomsteele jimthorpe davidthursby reneetorres blackiewhiteford tomwilson williamyettersr. michaelcurtiz action adventure romance
27369,Daria: Is It Fall Yet? (2000), rachelanton brettbarsky coreyblock cindye.brolsma josephbuoye sarahdrew bartfasbender amandafox maggiefredric amygoldman alvaroj.gonzalez tracygrandstaff russellhankin wendyhoopes stevenhuppert jessicacydneejackson lemonkrasny noralaudani johnlynn lisakathleencollins davidmoritt rhodrij.murphy timnovikoff amypalmer ashleypaigealbert julianrebolledo tomborrillo marcthompson amirwilliams jameswoods carsondaly davegrohl bifnaked karendisher guymoore animation comedy
63808,"Class, The (Entre les murs) (2008)", françoisbégaudeau agamemalembo-emene angélicasancio arthurfogel boubacartoure buraközyilmaz carlnanor cherifbounaïdjarachedi dalladoucoure damiengomes esmeraldaouertani evaparadiso henriettekasaruhanda juliettedemaille justinewu rachelregulier laurabaquela louisegrinberg lucielandrevie nassimamrabt qifeihuang rabahnaitoufella samanthasoupirot franckkeïta weihuang annewallimann-charpentier cécilelagarde frédéricfaujas vincentrobert olivierdupeyron patrickdueruil dorothéeguilbot annelanglois vincentgaire yvettemournetas julieathenol jean-michelsimonet olivierpasquier stéphanelongour abdouldrahamanesissoko alinezimierski silmaaktar marie-annettesorrente gillesgourmelen frédériquealles isabellelamrani marianneauzary stéphaneleyvigne gaellebantegnie isabellemesplede valériebenguigui gokmennalcakan jean-françoischauvet faridaouchani christianedancie mariofanfani fatoumatakanteé cheickbabadoumbia lingfenhuang wenlonghuang khalidamrabt adelinefogel sezerözyilmaz célinespang laurentcantet drama
131023,That Sugar Film (2014), damongameau hughjackman millabakaitis richarddavies skylardelphinus christinaevans stephenfry zoëgameau lisagloufchis benjaminhancock zeliakitoko isabellucas jessicamarais brentonthwaites damongameau documentary
84844,Brother 2 (Brat 2) (2000), sergeybodrov viktorsukhorukov sergeymakovetskiy irinasaltykova kirillpirogov alexanderdiachenko daryayurgens garyhouston raytoler lisajeffrey aleksandrnaumov aleksandrkaramnov konstantinzheldin konstantinmurzenko dmitriyorlov andreysavostyanov bradleymott e.miltonwheeler tatyanazakharova arkadyzersky a.c.tonysmith olegvasilkov pavelsholyansky yaroslavmazuk christianstolte ivandemidov valdispelsh leonidyakubovich dmitryumetsky alexeimorozov dariuskasparaitis andreinikolishin vladislavopelyants svetlanamikhaylova alekseyalekseev anacronb.allen kwameamoaku maryleeanderson valentinandreyev augustinariza lenbajenski breelbarrett rickbeach mikhailberezovskiy barrybiondo igorbrovin lili-annebrown jimcarrane terroncecole ronniecoonne yelenademchenko danieldewald evgeniyadmitrieva irinadomnitskaya charlesdrumm matthewdunaway sakhatdursunov alexemanuel petrofediv donfielding anthonyfleming clifffrazier matthewgada chrisgehrt viktorgerasimov aleksandrgordiyenko alekseygrishin illyahaase darwinharris kenne.head loonnem.hoz nikolayignatichev davidw.r.inglis santoshisaac milaunajackson chmorrowjohnson walterjones johnjudd elenakameristoriya sergeykameristyy innakapnulina yaninakogut erickohn ivankokorin maksimkolabukhov olegkomarov vitaliykonstantinov anastasiyakortchok montelamonte lyudmilalarionova richardlexsee herblong mikhaillukashov m.martinmapoma tommcelroy tommilanovich janemogilevski natalyamoiseyenko yochettelatressemoore yevgenimoskalyov kevinmukherji dmitriymukhin stanislavmuntyan paulmurphy chrisnankovic billnoble rickocker rono.j.parson egorpazenko roderickpeeples nikolayperepitka suzannepetri daltonpetrie romanradov irinarakhmanova rayrayou taniarichard donrimgale aleksandrrobak michaelrubin yulyarudneva michaelsabo gregsandquist charlessans oksanasaprykina nikitasavin slavaschoot timecam.seretti l.s.t.hughsinclair owensmith konstantinspasskiy michaeltermine demetriathomas romantokar michaela.torrey ilyautkin maksimutkin guyvanswearingen olegvershinin vadimvilskiy igoryulgushev jaromírjágr alekseypoluyan alekseybalabanov crime drama
175569,Wind River (2017), kelseyasbille jeremyrenner juliajones teobriones apesanahkwat grahamgreene elizabetholsen tantoocardinal ericlange gilbirmingham altheasam tokalablackelk martinsensmeier tylerlaracca shaynej.cullen dallintusieseina austinr.grant ianbohen hughdillon matthewdelnegro jamesjordan gabecasdorph masond.davis chrisromrell jonbernthal blakerobbins normanlehnert ianroylance gussheridan danaanquoe duybeck davidcardona teresaduran-norvick johnforker devink.hansen tarakarsian alexmincoff taylorsheridan action crime mystery thriller
4091,Can't Buy Me Love (1987), patrickdempsey amandapeterson courtneygains tinacaspary sethgreen sharonfarrell darcydemoss dennisdugan cloycemorrow devindevasquez ericbruskotter gerardomejía cortmccown amidolenz maxperlich davidschermerhorn stevefranken phillipsimms tudorsherrard georgegray jimmieleemitchell jano'dell jamesgooden erino'flaherty tygray willhannah toddwalsh waynechandler meredithwagelie jennifernelson corissamiller lisachristinechristiansen paulaabdul brandibrandt anastasiacoon davidkinn thelowpriest christophermaleki shawntierney steverash comedy romance
2133,Adventures in Babysitting (1987), elisabethshue maiabrewton keithcoogan anthonyrapp calvinlevels vincentd'onofrio penelopeannmiller georgenewbern johnfordnoonan bradleywhitford roncanada johndavischandler danziskie allanaarons marciabennett rummybishop davidblacker lolitadavidovich johndee monicadevereux clarkedevereux rickgoldman deryckhazel johnhemphill frankhill philiphoney clarkjohnson maryannkelman kirstenkieferle peterlavender kevinlund southsidejohnnylyon allanmerovitz sammoses lesnirenberg juanramírez richardrebiere dianerobin sandiross charleneshipp sandrashuman lindasorensen waltwoodson billybranch jaapbroeker albertcollins jordan-patrickmarcantonio andrewshue davidsimkins chriscolumbus adventure comedy
87304,Beginners (2010), ewanmcgregor christopherplummer mélanielaurent goranvisnjic kailennox marypagekeller keeganboos chinashavers melissatang amandapayton lukediliberto loutaylorpucci bambadjanbamba hanahwang samuelt.ritter jenniferlauren reynaldopacheco jodilong brucefrench leslieshea michaelchieffo jenniferhasty rodneysaulsberry junesanders catherinemcgoohan terrywalters lanayoung algeritawynn reginamckeeredwing sundayburke patrickbirkett saberawise rafaelj.noble joseyenque t.g.cody patrickscott tonsuckhasem charlesvalentino setht.walker michaellaren cosmo jessicaelder kimfarris seangrady frederickkeeve lawrenceravettina shelleyrobertson joannatheobalds delzamora mikemills drama
107780,Cats (1998), elainepaige johnmills kenpage rosemarieford michaelgruber johnpartridge aevamay geoffreygarratt jamesbarron jogibb drewvarley susiemckenna jacobbrent susanjanetanner phyllidacrowleysmith brynwalters veerlecasteleyn tommisliiden kayebrown karlmorgan leahsuemorland jobingham ferguslogan tonytimberlake jasongardiner femitaylor frankthompson rebeccaparker bethrobson davidarneil paulbaker vickycoote helenmassie sallybentley davidcombes marycarewe robertfardell markfrederick michaeldore jacquelinebarron annieskates janetmooney jamesbarron kayebrown michaelgruber frankthompson davidmallet musical
95313,Jack-Jack Attack (2005), bret'brook'parker budluckey elifucile jasonlee bradbird adventure animation children comedy
4159,3000 Miles to Graceland (2001), kurtrussell kevincostner courteneycox christianslater kevinpollak davidarquette jonlovitz howielong thomashadenchurch bokeemwoodbine ice-t davidkaye louislombardi shawnmichaelhoward michaelkopsa daisymccrackin sharronleigh j.winstoncarroll paulanka ericjames timothymisney kimhawthorne craigmarch rodlake normacampbell giannirusso johncasino hamiltonvonwatts lorrainecote davidmeeker kennethanderson morganh.margolis aubreyjordan r.nelsonbrown luismoro rosshaines christinechatelain michaelbusswood charlesandre campbelllane terrychen raoulganeev markacheson peterbryant johndestry michaelst.johnsmith scottswanson dougabrahams maryannskoll davebabych markgibbon frankc.turner donmackay demianlichtenstein sussebudde colmo'faolain maxgoldblatt tomheaton ralphalderman briandrummond larryholdridge robert'bobbyz'zajonc peterkent gregmiller michaelj.conti eddiepowers steveconnolly jessegaron timwelch jimleboeuf lawrencemcmurray johnnyedwards jennifergagliano yvonnegrace jilllandess georgiebernasek angelinamccoy lauralago jaimeprestonlynch melindaharambasic daniellamurray terrigomez ricehoneywell kevinmundy reneecherrier shellylien marcilake kellycarlson roblake danted'ambruoso timhoctor kerrypuccio ericarlt robertmartin tonyalves jeanettelee bartdorsa stephanieswinney davedunlap albertomastrangelo wayneharter 'j.g.'jimgrant duncankeller skylark staz debbiebledsoe bruceclaggett alexgreen genokirkland shawnwayneklush jimowen bobpepper jodysadler jamesj.zitoiii demianlichtenstein action thriller
60737,Watching the Detectives (2007), cillianmurphy lucyliu jasonsudeikis michaelpanes calliethorne michaelyurchak heatherburns markharelik alireza joshpais brettgelman lonnyross paulscheer richardwaddingham j.t.o'connor joelmarshgarland erikstolhanske danielraymont jackbethke bryanpaulk katiedavidson dennisgubbins rohitsang taralynnorr stevelemme anthonyst.james joshgad connorfox matthewbacker alixelias louirizarry jasonevanslee tommeemay annieroig-pate paulthornton paulsoter comedy romance
65261,Ponyo (Gake no ue no Ponyo) (2008), tomokoyamaguchi kazushigenagashima yûkiamami georgetokoro yurianara hirokidoi rumihiiragi akikoyano kazukoyoshiyuki tomokonaraoka shin'ichihatori tokiehidari eimihiraoka nozomiohashi akihikoishizumi eikokanazawa tomiekataoka shirôsaitô mutsumisasaki akikotakeguchi yusuketezuka keikotsukamoto ikukoyamamoto michikoyamamoto yoshieyamamoto frankiejonas carlosalazraqui deebradleybaker bobbergen johannabraddy marshaclark johncygan noahcyrus jenniferdarling madisondavenport courtneedraper tinafey crispinfreeman jessharnell kurtknutsson clorisleachman elladalelewis sherrylynn dannymann monamarshall mickiemcgowan liamneeson larainenewman colleeno'shaughnessey janrabson jennessarose lilytomlin bettywhite cateblanchett mattdamon hayaomiyazaki adventure animation children fantasy
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)", gaelgarcíabernal rodrigodelaserna míamaestro mercedesmorán jeanpierrenoher lucasoro marinaglezer sofiabertolotto francosolazzi ricardodíazmourelle sergioboris danielkargieman diegogiorzi facundoespinosa matiasgomez diegotreu arielverdun gustavomansilla susanalanteri natalialobo maidaandrenacci bárbaralombardo danafrijoli valeriaecheverria arielprieto matíasstrafe nicolaswatson carlosrivkin elviosuarez pablovillarrazza lilianakolinsky guillermoojeda oscaralegre fernandollosa martalubos cristiánchaparro cristianarancibia gabrielaaguilera juanmaliqueo samuelcifuentes constanzab.majluf evelynibarra victorhugoogaz fernandofarías maximilianotoledo césarlópez pablomacaya rosacurihuentro ertopantoja vladimirparedes brandoncruz vilmam.verdejo jaimeazócar mariaestherzamora pollitogonzalez jorgelobos cutiaste robertolindl gustavomorales gustavobueno mariabeatrizabele jonathanbalbis matiasdelgadorizzi jorgerodríguezpaz jackelynevásquez ernestocabrejos víctorángeles willygutiérrez geraldmayeux matíasgomez jorgechiarella ricardovelásquez carolinainfante nidiabermejo carlos'caitro'sotodelacolina delfinaparedes nemesioreyes hernanherrera antonellacosta igorcalvo julioberrocal albertogranado gustavopastorini waltersalles adventure drama
2298,Strangeland (1998), kevingage elizabethpeña brettharrelson robertenglund lindacardellini tuckersmallwood ivonnecoll amysmart deesnider amalrhoe robertlasardo andrewcooper archiesmith loishicks careywestbrook jillianmcwhirter patmahoney lisanelson sheilaivytraister barbarachampion lesliewing xanthecook johnlindsey laurencecurry markbailey bobabuse jaymzalexander r.h.bear lisak.crosato larrycurryjr. krsztoff fortlacourt j.coochlucchese brettpirozzi sin-d antoninogarciatony michaelherst johnstewart tonyteebo johnpieplow thriller
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)", clinteastwood mariannekoch gianmariavolontè wolfganglukschy sieghardtrupp josephegger antonioprieto josécalvo margaritalozano danielmartín benitostefanelli mariobrega brunocarotenuto aldosambrell rafbaldassarre luisbarboo frankbraña josécanalejas juancortés álvarodeluna ninodelarco josehalufi leemiller antoniomolinorojo antoniomoreno nazzarenonatale joséorjas manuelpeña antoniopica nosherpowell juliopéreztabernero josériesgo lorenzorobledo enriquesantiago umbertospadaro fernandosánchezpolack petertevis williamr.thompkins edmondotieghi antoniovico sergioleone action western
2537,Beyond the Poseidon Adventure (1979), michaelcaine sallyfield tellysavalas peterboyle jackwarden shirleyknight shirleyjones karlmalden slimpickens veronicahamel angelacartwright markharmon paulpicerni patrickculliton deanraphaelferrandini irwinallen adventure
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)", brucelee noramiao chucknorris ping-ouwei chung-hsinhuang robertwall ing-sikwhang tichin tonyliu littleunicorn malisalongo nganwu fuchingchen jont.benn johnkenny robertbaker riccardobilli russellcawthorne franzcolangeli johnderbyshire alexandergrand barryhaigh jimjames michaelkaye ching-yinglam giuseppemarrocco andremorgan andersnelsson mattheworam marcopane hopich homantapsell brucelee action crime
137863,Dragon Ball Z: Resurrection of F (2015), masakonozawa ryôhorikawa hiromitsuru masaharusatô mayumitanaka toshiofurukawa takeshikusao hikarumidorikawa natsukihanae yûkominaguchi ryôichitanaka mikiitô ryûzaburôôtomo shirôsaitô kazuyanakai tetsuinada tomohisaasô kôjiharamaki keijihirai takahirofujimoto yukikomorishita shintarôogawa fumiyakosugi yôheinamekawa masaruino kôjikawakami kôsukemasuo hirokoushida hyangrikim karintakahashi mamiyamashita shigeruchiba eikoyamada tesshôgenda shôkonakagawa kanakomomota shioritamai ayakasasaki momokaariyasu renitakagi masakazumorita kôichiyamadera ryûseinakao chrisayres tialynnballard z.charlesbolton anthonybowling johnburgmeier charlesc.campbell chriscason mariocastañeda colleenclinkenbeard justincook terridoty jasondouglas karaedwards riccofajardo jimforonda scottfrerichs renégarcía crisgeorge toddhaberkorn kylehebert chuckhuber krystallaporte joshmartin meredithmccoy mikemcfarland philparsons kylephillips rawlypickens monicarial michellerojas christophersabat seanschemmel jeremyschwartz donalda.shults iansinclair micahsolusod markstoddard sonnystrait austintindle ericvale bradvenable tylerwalker larawoodhull apphiayu tadayoshiyamamuro action adventure animation fantasy
7487,Henry & June (1990), fredward umathurman mariademedeiros richarde.grant kevinspacey jean-philippeécoffey brucemyers juanluisbuñuel féodoratkine sylviehuguel artusdepenguern pierreétaix pierreedernac gaëtanbloom alexandredegall karinecouvelard louisbessières erikamaury-lascoux clairejoubert brigittelahaie maïtémaillé anniefratellini frankheiler stephanieleboulanger suzypalatin samuelateba marcmaury annievincent garyoldman lizhasse jean-marccozic philipkaufman drama
115149,John Wick (2014), keanureeves michaelnyqvist alfieallen willemdafoe deanwinters adriannepalicki omerbarnea tobyleonardmoore danielbernhardt bridgetmoynahan johnleguizamo ianmcshane bridgetregan lancereddick keithjardine taitfletcher kazytauginas alexanderfrekey thomassadoski randalldukkim davidpatrickkelly clarkepeters kevinnash gameelawright vladislavkoulikov munrom.bonnell patriciasquire vladimirtroitsky stefanackermann josephk.bevilacqua carolynblair williamandrewbrewer kadrolshaonacarole kennethcarrella chrischasey cinderache samanthacrawford gioiannadigiorgio johnnydigiorgio daviddouglas annouladritsas thayrharris kerrikane nadiakay denniskeiffer nataliakiriya ilankrigsfeld mackkuhr lukelesko erikmartin meghanmazurczyk mattmccolm yanamilanberg julianmileta romanmitichyan innamuratova karennazarov josepholiveira lucowono mattparker andrewpaterini charlespendelton brianjamespepe j.j.perry jenniferpientka nikkirapp elizabethsaint lysanesanchez courtneysanello georgeschroeder paughshadow difennishi marijaskangale jimmystar polinastrelkova tunatekeli manolotenes scotttixier uzimann arthurvint samyazbeck zenonzeleniuch alexziwak chadstahelski davidleitch action thriller
161290,Vigilante Diaries (2016), paulsloan quinton'rampage'jackson jasonmewes kevinl.walker michaeljaiwhite michaelmadsen mikehatton armannshanian jacquelinelord chastyballesteros jessicauberuaga chavoguerrerojr. levytran marksherman haruttovmasyan arturshirinyan romanmitichyan jean-pierrenshanian marychristinabrown shaunparker martafimbres nickvallelonga priteshshah christinenguyen noelgugliemi darrenbailey johnkang kristinelazar jimmygonzales nachobustillos joelontiveros ginolamonte thaliahayden davidreese antoniosesma georgejohnston alanmacewan barbaraalvarez nikkileigh alinapuscau gianfrancotordi stevensamblis stephengoldfield edgarrostomyan gokortopushyan moniqueparent avakujik malekhanna essamferris angelicaulloa j.r.cruz kerriparker ruslankhachaturov vardanamolikyan vacheminasyan varshamgevorgyan xurazor levonhovhannisyan georgiavagyan hrantkarapetyan annaharutyunyan viktoryamartirosyan emmauelhovhannisyan emmulhakobyan arminagobglvartian eduarddanielyan gevorghambardzumyan dianaavetisyan tamaranaumenko irinadanilenko babinavictoria innarudenko gevorkminasyan vachikantikyan tigrankirakosyan dangruenberg destinyaustin debbiebledsoe nazobravo adriandev billelder garyleroigray georgejohnston kylekoromaldi garyd.lopez stevenmoreti andremyers jamesrusso percyrustomji sophiasanti raeynsong jessicasurls dannytrejo christiansesma action
1968,"Breakfast Club, The (1985)", emilioestevez paulgleason anthonymichaelhall johnkapelos juddnelson mollyringwald allysheedy perrycrawford marychristian rondean timgamble frangargano mercedeshall johnhughes johnhughes comedy drama
